sujeto_qid,entidad,relacion,valor,valor_es,valor_qid
Q16493298,Terra Indígena Arara,país,Brasil,Brasil,Q155
Q18280691,Terra Indígena São Marcos,país,Brasil,Brasil,Q155
Q108603925,Terra Indígena Kiriri,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108603930,Terra Indígena Tumbalalá,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q65095921,Terra Indígena Munduruku,país,Brasil,Brasil,Q155
Q66823358,Baía dos Guatós Indigenous Land,país,Brasil,Brasil,Q155
Q31763900,Merure,instancia de,reserva india,reserva india,Q20203616
Q108603939,Terra Indígena Quixabá,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108764952,Terra Indígena Tupinambá de Belmonte,situado en la entidad territorial administrativa,Belmonte,Belmonte,Q816112
Q28775148,Mundurucu Indigenous Territory,país,Brasil,Brasil,Q155
Q30326571,Sai Cinza Indigenous Territory,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q73625731,Terra Indígena Araribóia,país,Brasil,Brasil,Q155
Q30326573,Sawré Muybu Indigenous Territory,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108603834,Terra Indígena Pankararu,situado en la entidad territorial administrativa,Muquém do São Francisco,Muquém do São Francisco,Q1793568
Q65095921,Terra Indígena Munduruku,instancia de,reserva india,reserva india,Q20203616
Q25439666,Terra Indígena Manoki,país,Brasil,Brasil,Q155
Q108764955,Terra Indígena Aldeia Velha,país,Brasil,Brasil,Q155
Q108764952,Terra Indígena Tupinambá de Belmonte,país,Brasil,Brasil,Q155
Q108603834,Terra Indígena Pankararu,país,Brasil,Brasil,Q155
Q28401941,Waimiri Atroari Indigenous Territory,situado en la entidad territorial administrativa,Roraima,Roraima,Q42508
Q66823358,Baía dos Guatós Indigenous Land,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108764961,Reserva Indígena Fazenda Jenipapeiro,situado en la entidad territorial administrativa,Santa Rita de Cássia,Santa Rita de Cássia,Q1795224
Q90264874,Indigenous Territory Tenharim do Igarapé Preto,situado en la entidad territorial administrativa,Novo Aripuanã,Novo Aripuanã,Q1793549
Q108604016,Terra Indígena de Águas Belas,situado en la entidad territorial administrativa,Prado,Prado,Q1807887
Q28775148,Mundurucu Indigenous Territory,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108764961,Reserva Indígena Fazenda Jenipapeiro,país,Brasil,Brasil,Q155
Q90264874,Indigenous Territory Tenharim do Igarapé Preto,país,Brasil,Brasil,Q155
Q30326589,Alto Rio Negro Indigenous Territory,país,Brasil,Brasil,Q155
Q73625731,Terra Indígena Araribóia,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108764965,Terra Indígena Comexatiba (Cahy-Pequi),país,Brasil,Brasil,Q155
Q108603855,Terra Indígena Ibotirama,situado en la entidad territorial administrativa,Ibotirama,Ibotirama,Q1761863
Q31195239,Armenians in Rio de Janeiro,subclase de,Armenios en Brasil,Armenios en Brasil,Q4793163
Q30326582,Balaio Indigenous Territory,país,Brasil,Brasil,Q155
Q108603858,Terra Indígena Barra,situado en la entidad territorial administrativa,Muquém do São Francisco,Muquém do São Francisco,Q1793568
Q31763900,Merure,situado en la entidad territorial administrativa,Mato Grosso,Mato Grosso,Q42824
Q108603859,Terra Indígena Fazenda Remanso,situado en la entidad territorial administrativa,Muquém do São Francisco,Muquém do São Francisco,Q1793568
Q108603855,Terra Indígena Ibotirama,país,Brasil,Brasil,Q155
Q25439666,Terra Indígena Manoki,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108603858,Terra Indígena Barra,país,Brasil,Brasil,Q155
Q108764955,Terra Indígena Aldeia Velha,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108603859,Terra Indígena Fazenda Remanso,país,Brasil,Brasil,Q155
Q108764952,Terra Indígena Tupinambá de Belmonte,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108603834,Terra Indígena Pankararu,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q30326582,Balaio Indigenous Territory,instancia de,Áreas naturales protegidas de Brasil,Áreas naturales protegidas de Brasil,Q2919841
Q107194571,Piripkura Indigenous Territory,país,Brasil,Brasil,Q155
Q108764961,Reserva Indígena Fazenda Jenipapeiro,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108698246,Terra Indígena Tuxá de Rodelas,situado en la entidad territorial administrativa,Rodelas,Rodelas,Q1795086
Q31195239,Armenians in Rio de Janeiro,país,Brasil,Brasil,Q155
Q108604016,Terra Indígena de Águas Belas,país,Brasil,Brasil,Q155
Q90264874,Indigenous Territory Tenharim do Igarapé Preto,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q30326589,Alto Rio Negro Indigenous Territory,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q48878763,Terra indígena Carreteiro,país,Brasil,Brasil,Q155
Q30326573,Sawré Muybu Indigenous Territory,situado en la entidad territorial administrativa,Pará,Pará,Q39517
Q108698239,Terra Indígena Massacará,situado en la entidad territorial administrativa,Euclides da Cunha,Euclides da Cunha,Q2013802
Q108698249,Terra Indígena Nova Rodelas,situado en la entidad territorial administrativa,Rodelas,Rodelas,Q1795086
Q108698239,Terra Indígena Massacará,país,Brasil,Brasil,Q155
Q30326582,Balaio Indigenous Territory,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108698236,Terra Indígena Mata Medonha,país,Brasil,Brasil,Q155
Q108603855,Terra Indígena Ibotirama,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108698246,Terra Indígena Tuxá de Rodelas,país,Brasil,Brasil,Q155
Q108603858,Terra Indígena Barra,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108603859,Terra Indígena Fazenda Remanso,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q25439609,Terra Indígena Kawahiva do Rio Pardo,instancia de,Pueblos aislados,Pueblos aislados,Q672979
Q28775148,Mundurucu Indigenous Territory,situado en la entidad territorial administrativa,Pará,Pará,Q39517
Q25439609,Terra Indígena Kawahiva do Rio Pardo,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q107194571,Piripkura Indigenous Territory,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108698249,Terra Indígena Nova Rodelas,país,Brasil,Brasil,Q155
Q90264874,Indigenous Territory Tenharim do Igarapé Preto,situado en la entidad territorial administrativa,Amazonas,Amazonas,Q40040
Q108604016,Terra Indígena de Águas Belas,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q48878763,Terra indígena Carreteiro,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q31195239,Armenians in Rio de Janeiro,instancia de,comunidad étnica,comunidad étnica,Q25380035
Q108698239,Terra Indígena Massacará,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108698236,Terra Indígena Mata Medonha,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q107694772,Aldeia Limão Verde,país,Brasil,Brasil,Q155
Q107694772,Aldeia Limão Verde,situado en la entidad territorial administrativa,Amambai,Amambai,Q453479
Q63230286,Aldeia Rio Silveiras,país,Brasil,Brasil,Q155
Q108698246,Terra Indígena Tuxá de Rodelas,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108698236,Terra Indígena Mata Medonha,situado en la entidad territorial administrativa,Santa Cruz Cabrália,Santa Cruz Cabrália,Q993466
Q31195239,Armenians in Rio de Janeiro,situado en la entidad territorial administrativa,Río de Janeiro,Río de Janeiro,Q8678
Q108698249,Terra Indígena Nova Rodelas,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q28401941,Waimiri Atroari Indigenous Territory,país,Brasil,Brasil,Q155
Q108603930,Terra Indígena Tumbalalá,situado en la entidad territorial administrativa,Abaré,Abaré,Q1647789
Q25439609,Terra Indígena Kawahiva do Rio Pardo,situado en la entidad territorial administrativa,Mato Grosso,Mato Grosso,Q42824
Q108603925,Terra Indígena Kiriri,situado en la entidad territorial administrativa,Banzaê,Banzaê,Q1761992
Q108603925,Terra Indígena Kiriri,situado en la entidad territorial administrativa,Quijingue,Quijingue,Q1793720
Q108603925,Terra Indígena Kiriri,situado en la entidad territorial administrativa,Ribeira do Pombal,Ribeira do Pombal,Q1793776
Q107194571,Piripkura Indigenous Territory,situado en la entidad territorial administrativa,Mato Grosso,Mato Grosso,Q42824
Q108603930,Terra Indígena Tumbalalá,situado en la entidad territorial administrativa,Curaçá,Curaçá,Q677518
Q108603925,Terra Indígena Kiriri,país,Brasil,Brasil,Q155
Q107694772,Aldeia Limão Verde,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108603930,Terra Indígena Tumbalalá,país,Brasil,Brasil,Q155
Q63230286,Aldeia Rio Silveiras,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108603939,Terra Indígena Quixabá,país,Brasil,Brasil,Q155
Q65095921,Terra Indígena Munduruku,situado en la entidad territorial administrativa,Aveiro,Aveiro,Q790342
Q65095921,Terra Indígena Munduruku,situado en la entidad territorial administrativa,Belterra,Belterra,Q609824
Q28401941,Waimiri Atroari Indigenous Territory,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q30326571,Sai Cinza Indigenous Territory,país,Brasil,Brasil,Q155
Q31763900,Merure,país,Brasil,Brasil,Q155
Q65095921,Terra Indígena Munduruku,instancia de,Wuy jugu,Wuy jugu,Q1273591
Q30326573,Sawré Muybu Indigenous Territory,país,Brasil,Brasil,Q155
Q108764955,Terra Indígena Aldeia Velha,situado en la entidad territorial administrativa,Porto Seguro,Porto Seguro,Q499922
Q31195239,Armenians in Rio de Janeiro,subclase de,armenios,armenios,Q79797
Q134890491,Tekoá Kuaray Rese,situado en la entidad territorial administrativa,Osório,Osório,Q983519
Q123049881,Terra Indígena Pirititi,situado en la entidad territorial administrativa,Roraima,Roraima,Q42508
Q121294907,Terra Indígena Aldeia Kondá,país,Brasil,Brasil,Q155
Q121269884,Terra Indígena Piraí,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q121269740,Terra Indígena Tarumã,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q108764965,Terra Indígena Comexatiba (Cahy-Pequi),situado en la entidad territorial administrativa,Prado,Prado,Q1807887
Q130614028,terre indigène Massaco,situado en la entidad territorial administrativa,Rondônia,Rondônia,Q43235
Q130533710,Terra Indígena Tenharim Marmelos,país,Brasil,Brasil,Q155
Q121085101,Reserva Indígena Cachoeira dos Inácios,situado en la entidad territorial administrativa,Imaruí,Imaruí,Q1750764
Q121161308,Terra Indígena Palmas,país,Brasil,Brasil,Q155
Q134399232,Terra Indígena Kampa do Rio Amônea,situado en la entidad territorial administrativa,Acre,Acre,Q40780
Q121085101,Reserva Indígena Cachoeira dos Inácios,país,Brasil,Brasil,Q155
Q122790385,Terra Indígena Cachoeira Seca,situado en la entidad territorial administrativa,Pará,Pará,Q39517
Q121085407,Terra Indígena Morro Alto,país,Brasil,Brasil,Q155
Q131068840,Terra Indígena Kaxinawa do Rio Humaitá,situado en la entidad territorial administrativa,Feijó,Feijó,Q1994833
Q121294935,Terra Indígena Kaingang de Iraí,situado en la entidad territorial administrativa,Iraí,Iraí,Q1757726
Q121294907,Terra Indígena Aldeia Kondá,situado en la entidad territorial administrativa,Chapecó,Chapecó,Q817387
Q131068840,Terra Indígena Kaxinawa do Rio Humaitá,país,Brasil,Brasil,Q155
Q121294907,Terra Indígena Aldeia Kondá,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q121294935,Terra Indígena Kaingang de Iraí,país,Brasil,Brasil,Q155
Q121224939,Terra Indígena Toldo Chimbangue,país,Brasil,Brasil,Q155
Q113160723,Terra Indígena Jaraguá,país,Brasil,Brasil,Q155
Q130533710,Terra Indígena Tenharim Marmelos,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q121294799,Terra Indígena Guarani de Araçaí,situado en la entidad territorial administrativa,Saudades,Saudades,Q1757999
Q121294799,Terra Indígena Guarani de Araçaí,situado en la entidad territorial administrativa,Cunha Porã,Cunha Porã,Q1758938
Q121161308,Terra Indígena Palmas,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q121294799,Terra Indígena Guarani de Araçaí,país,Brasil,Brasil,Q155
Q121294955,Terra Indígena Rio dos Índios,situado en la entidad territorial administrativa,Vicente Dutra,Vicente Dutra,Q1758321
Q121085101,Reserva Indígena Cachoeira dos Inácios,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q121270414,Terra Indígena Toldo Imbu,situado en la entidad territorial administrativa,Abelardo Luz,Abelardo Luz,Q1637506
Q121085407,Terra Indígena Morro Alto,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q121294955,Terra Indígena Rio dos Índios,país,Brasil,Brasil,Q155
Q131291814,Tierra Indígena Zoé,país,Brasil,Brasil,Q155
Q131068840,Terra Indígena Kaxinawa do Rio Humaitá,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q121270414,Terra Indígena Toldo Imbu,país,Brasil,Brasil,Q155
Q121294935,Terra Indígena Kaingang de Iraí,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q121085407,Terra Indígena Morro Alto,situado en la entidad territorial administrativa,San Francisco del Sur,San Francisco del Sur,Q986536
Q121269823,Terra Indígena Pindoty,situado en la entidad territorial administrativa,Balneário Barra do Sul,Balneário Barra do Sul,Q1764948
Q121224939,Terra Indígena Toldo Chimbangue,situado en la entidad territorial administrativa,Chapecó,Chapecó,Q817387
Q130533710,Terra Indígena Tenharim Marmelos,situado en la entidad territorial administrativa,Amazonas,Amazonas,Q40040
Q121294989,Terra Indígena Nonoai,situado en la entidad territorial administrativa,Rio dos Índios,Rio dos Índios,Q1758315
Q121294989,Terra Indígena Nonoai,situado en la entidad territorial administrativa,Planalto,Planalto,Q1950470
Q121224939,Terra Indígena Toldo Chimbangue,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q113160723,Terra Indígena Jaraguá,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q121269823,Terra Indígena Pindoty,país,Brasil,Brasil,Q155
Q122879398,Terra Indígena Jacareúba/Katawixi,país,Brasil,Brasil,Q155
Q121269823,Terra Indígena Pindoty,situado en la entidad territorial administrativa,Araquari,Araquari,Q607184
Q108764965,Terra Indígena Comexatiba (Cahy-Pequi),instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q109276902,Tierra Indígena Paraná do Boá-Boá,situado en la entidad territorial administrativa,Japurá,Japurá,Q1757955
Q109276902,Tierra Indígena Paraná do Boá-Boá,situado en la entidad territorial administrativa,Santa Isabel do Rio Negro,Santa Isabel do Rio Negro,Q1754543
Q122758166,Terra Indígena Ponte de Pedra,país,Brasil,Brasil,Q155
Q121085305,Yynn Moroti Werá,situado en la entidad territorial administrativa,Biguaçu,Biguaçu,Q1754582
Q121294799,Terra Indígena Guarani de Araçaí,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q121161308,Terra Indígena Palmas,situado en la entidad territorial administrativa,Paraná,Paraná,Q15499
Q109276902,Tierra Indígena Paraná do Boá-Boá,país,Brasil,Brasil,Q155
Q121161308,Terra Indígena Palmas,situado en la entidad territorial administrativa,Santa Catarina,Santa Catarina,Q41115
Q121085305,Yynn Moroti Werá,país,Brasil,Brasil,Q155
Q121294955,Terra Indígena Rio dos Índios,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q123049881,Terra Indígena Pirititi,situado en la entidad territorial administrativa,Rorainópolis,Rorainópolis,Q1646932
Q131291814,Tierra Indígena Zoé,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q130614028,terre indigène Massaco,país,Brasil,Brasil,Q155
Q134890491,Tekoá Kuaray Rese,país,Brasil,Brasil,Q155
Q121270414,Terra Indígena Toldo Imbu,instancia de,tierras indígenas de Brasil,tierras indígenas de Brasil,Q6024666
Q113160723,Terra Indígena Jaraguá,situado en la entidad territorial administrativa,São Paulo,São Paulo,Q174
Q122790385,Terra Indígena Cachoeira Seca,situado en la entidad territorial administrativa,Altamira,Altamira,Q434285
Q121294989,Terra Indígena Nonoai,situado en la entidad territorial administrativa,Gramado dos Loureiros,Gramado dos Loureiros,Q1786434
Q123049881,Terra Indígena Pirititi,país,Brasil,Brasil,Q155
Q121294871,Terra Indígena Toldo Pinhal,situado en la entidad territorial administrativa,Seara,Seara,Q1784472
