sujeto_qid,entidad,relacion,valor,valor_es,valor_qid
Q602999,Antonio M. Ruíz,lugar de nacimiento,Texcoco de Mora,Texcoco de Mora,Q1141799
Q680400,Juan Carlos Cáceres,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q958581,Manuel Amador Terreros,lugar de nacimiento,Estados Unidos de Colombia,Estados Unidos de Colombia,Q1061488
Q567070,Antonio Seguí,lugar de nacimiento,Villa Allende,Villa Allende,Q991758
Q1234088,Juan Soriano,lugar de nacimiento,Guadalajara,Guadalajara,Q9022
Q609641,Carybé,lugar de nacimiento,Lanús,Lanús,Q1622565
Q593975,Carlos del Toro Orihuela,lugar de nacimiento,La Habana,La Habana,Q1563
Q629513,Chucho Reyes,lugar de nacimiento,Guadalajara,Guadalajara,Q9022
Q523966,Andrés Casillas de Alba,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q610971,José María Velasco,lugar de nacimiento,Temascalcingo de José María Velasco,Temascalcingo de José María Velasco,Q3308565
Q715219,Arturo Estrada Hernández,lugar de nacimiento,Michoacán,Michoacán,Q79861
Q595191,Francisco Corzas,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q582952,Máximo Carvajal,lugar de nacimiento,Valparaíso,Valparaíso,Q33986
Q657493,Cildo Meireles,lugar de nacimiento,Río de Janeiro,Río de Janeiro,Q8678
Q569859,José Ferraz de Almeida Júnior,lugar de nacimiento,Itu,Itu,Q957653
Q542491,Martín Sastre,lugar de nacimiento,Montevideo,Montevideo,Q1335
Q544072,Siron Franco,lugar de nacimiento,Goiás,Goiás,Q427697
Q777294,Aurora Reyes Flores,lugar de nacimiento,Hidalgo del Parral,Hidalgo del Parral,Q771214
Q666852,Mauricio Cravotto,lugar de nacimiento,Montevideo,Montevideo,Q1335
Q1288359,Félix González-Torres,lugar de nacimiento,Guáimaro,Guáimaro,Q643059
Q966292,Julio Ducuron,lugar de nacimiento,Río Cuarto,Río Cuarto,Q983451
Q723981,Teodoro González de León,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q634371,Pedro Weingärtner,lugar de nacimiento,Porto Alegre,Porto Alegre,Q40269
Q619263,Jorge Velarde,lugar de nacimiento,Guayaquil,Guayaquil,Q43509
Q972243,Alfredo Genovese,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q578443,Marta Colvin,lugar de nacimiento,Chillán,Chillán,Q3774
Q727060,Victor Meirelles,lugar de nacimiento,Florianópolis,Florianópolis,Q132997
Q592451,André Ubilla,lugar de nacimiento,Santiago de Chile,Santiago de Chile,Q2887
Q540219,Pedro Américo,lugar de nacimiento,Areia,Areia,Q1816283
Q555200,Oswaldo Guayasamín,lugar de nacimiento,Quito,Quito,Q2900
Q979449,Livio Abramo,lugar de nacimiento,Araraquara,Araraquara,Q626247
Q604340,Hélio Oiticica,lugar de nacimiento,Río de Janeiro,Río de Janeiro,Q8678
Q961173,Daniel Branca,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q981257,Olga Blinder,lugar de nacimiento,Asunción,Asunción,Q2933
Q958581,Manuel Amador Terreros,lugar de nacimiento,Santiago de Veraguas,Santiago de Veraguas,Q685509
Q704609,Félix Candela,lugar de nacimiento,Madrid,Madrid,Q2807
Q568398,Eduardo Schiaffino,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q727090,Dorival Caymmi,lugar de nacimiento,Salvador,Salvador,Q36947
Q612023,Antônio Parreiras,lugar de nacimiento,Niterói,Niterói,Q178725
Q592534,José Antonio Hernández-Díez,lugar de nacimiento,Caracas,Caracas,Q1533
Q633419,Walter Lewy,lugar de nacimiento,Bad Oldesloe,Bad Oldesloe,Q155226
Q529975,Angelina Beloff,lugar de nacimiento,San Petersburgo,San Petersburgo,Q656
Q932167,Federico Cantú,lugar de nacimiento,Nuevo León,Nuevo León,Q15282
Q928187,René Portocarrero,lugar de nacimiento,El Cerro,El Cerro,Q1055715
Q599006,Milton Becerra,lugar de nacimiento,Táchira,Táchira,Q41144
Q715363,Arturo Michelena,lugar de nacimiento,Valencia,Valencia,Q54880
Q682888,Félix Monti,lugar de nacimiento,La Quiaca,La Quiaca,Q693381
Q540953,Carmen Mondragón,lugar de nacimiento,Tacubaya,Tacubaya,Q1026427
Q929068,Leonardo Nierman,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q554352,José Rodríguez Fuster,lugar de nacimiento,Provincia de Villa Clara,Provincia de Villa Clara,Q115434
Q576048,Rubén Elosegui,lugar de nacimiento,La Plata,La Plata,Q44059
Q546868,Gonzalo Fonseca,lugar de nacimiento,Montevideo,Montevideo,Q1335
Q557774,Fernando del Paso,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q960696,Florencio Molina Campos,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q680276,Fernando Castro Pacheco,lugar de nacimiento,Mérida,Mérida,Q165204
Q604608,Antonio Rivas Mercado,lugar de nacimiento,Tepic,Tepic,Q207972
Q963975,Luis Felipe Noé,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q734630,Eduardo Kingman,lugar de nacimiento,Loja,Loja,Q944697
Q547372,Tania Bruguera,lugar de nacimiento,La Habana,La Habana,Q1563
Q604469,Antonio Pujol,lugar de nacimiento,Chalco,Chalco,Q1962104
Q609764,Alfredo Bigatti,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q625721,Arambilet,lugar de nacimiento,Santo Domingo,Santo Domingo,Q34820
Q978433,Ramón Alva de la Canal,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q617330,Pedro Cerisola y Weber,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q732526,José Guadalupe Posada,lugar de nacimiento,Aguascalientes,Aguascalientes,Q200805
Q1554068,Guillermo Wiedemann,lugar de nacimiento,Múnich,Múnich,Q1726
Q676240,José María Espinosa,lugar de nacimiento,Bogotá,Bogotá,Q2841
Q690296,Arnaldo Coen,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q817352,Benito Quinquela Martín,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q704378,Emmanuel Lubezkii,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q524394,Andrés Madariaga,lugar de nacimiento,Santiago de Chile,Santiago de Chile,Q2887
Q524942,Andrés de Santa Maria,lugar de nacimiento,Bogotá,Bogotá,Q2841
Q715258,Arturo García Bustos,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q655905,Emilio Ambasz,lugar de nacimiento,Resistencia,Resistencia,Q44206
Q817350,Benito Rebolledo,lugar de nacimiento,Curicó,Curicó,Q13030
Q924404,Manuel Zorrilla,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q659288,Ariel Rotter,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q764029,Santiago Rebull,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q1789250,Amácio Mazzaropi,lugar de nacimiento,São Paulo,São Paulo,Q174
Q1891524,Manuel González Galván,lugar de nacimiento,Morelia,Morelia,Q200252
Q1750119,Luis Johnson,lugar de nacimiento,Santiago de Chile,Santiago de Chile,Q2887
Q1653285,Jerónimo Costa,lugar de nacimiento,Santa Margherita Ligure,Santa Margherita Ligure,Q266975
Q1702623,Roberto Robaina,lugar de nacimiento,Pinar del Río,Pinar del Río,Q244139
Q1703864,Jorge Letelier Núñez,lugar de nacimiento,Antofagasta,Antofagasta,Q3612
Q1710469,Juan Francisco González,lugar de nacimiento,Santiago de Chile,Santiago de Chile,Q2887
Q1703745,Jorge Abbondanza,lugar de nacimiento,Montevideo,Montevideo,Q1335
Q1705926,Vicente Mendiola Quezada,lugar de nacimiento,Chalco,Chalco,Q1962104
Q1845902,Antonio Herrera Toro,lugar de nacimiento,Valencia,Valencia,Q54880
Q1777654,Knut Pani,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q1987203,Nicolás Moreno,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q1709335,José Luis García López,lugar de nacimiento,Lalín,Lalín,Q1374736
Q1675793,Ivo Perelman,lugar de nacimiento,São Paulo,São Paulo,Q174
Q1791605,Djanira da Motta e Silva,lugar de nacimiento,Avaré,Avaré,Q782812
Q1911492,Mauricio Ojeda,lugar de nacimiento,Chile,Chile,Q298
Q1673960,Isidoro Ocampo,lugar de nacimiento,Veracruz,Veracruz,Q173270
Q1710543,Juan León Mera,lugar de nacimiento,Ambato,Ambato,Q210161
Q1797092,Manuel de Araújo Porto-Alegre,lugar de nacimiento,Rio Pardo,Rio Pardo,Q514256
Q1802941,Manuel Antonio Caro,lugar de nacimiento,Ancud,Ancud,Q3597
Q1712400,Julio Ruelas,lugar de nacimiento,Zacatecas,Zacatecas,Q80269
Q1710650,Juan Sordo Madaleno,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q1682502,Alberto Kalach,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q1868638,Lola Cueto,lugar de nacimiento,Azcapotzalco,Azcapotzalco,Q994867
Q1790930,Juan Carlos Colombres,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q1788014,Alfredo Volpi,lugar de nacimiento,Lucca,Lucca,Q13373
Q1690857,Joaquim Guedes,lugar de nacimiento,São Paulo,São Paulo,Q174
Q1599655,Pablo O'Higgins,lugar de nacimiento,Salt Lake City,Salt Lake City,Q23337
Q1710362,Juan María Aubriot,lugar de nacimiento,Montevideo,Montevideo,Q1335
Q1747098,Luís Espinal Camps,lugar de nacimiento,San Fructuoso de Bages,San Fructuoso de Bages,Q16730
Q1797462,Ruy Ohtake,lugar de nacimiento,São Paulo,São Paulo,Q174
Q1762914,Santiago Amigorena,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q1840495,Edgard de Souza,lugar de nacimiento,São Paulo,São Paulo,Q174
Q1690860,França Júnior,lugar de nacimiento,Río de Janeiro,Río de Janeiro,Q8678
Q1619808,Benjamín Solari Parravicini,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q1747401,Mira Schendel,lugar de nacimiento,Zúrich,Zúrich,Q72
Q1709694,José Ramón Villa Soberón,lugar de nacimiento,Santiago de Cuba,Santiago de Cuba,Q117040
Q2224173,Sara Gómez,lugar de nacimiento,La Habana,La Habana,Q1563
Q1586369,Harry Abend,lugar de nacimiento,Jarosław,Jarosław,Q721928
Q1769472,Regina José Galindo,lugar de nacimiento,Ciudad de Guatemala,Ciudad de Guatemala,Q1555
Q1712357,Julio Fossa Calderón,lugar de nacimiento,Valparaíso,Valparaíso,Q33986
Q1710368,Juan Batlle Planas,lugar de nacimiento,Torroella de Montgrí,Torroella de Montgrí,Q13573
Q1872461,Rafael Lozano-Hemmer,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q1784940,Aldemir Martins,lugar de nacimiento,Aurora,Aurora,Q2289941
Q2054418,Rafael Barradas,lugar de nacimiento,Montevideo,Montevideo,Q1335
Q1678759,Jaime Torrent,lugar de nacimiento,Linares,Linares,Q14494
Q1792151,Iberê Camargo,lugar de nacimiento,Restinga Seca,Restinga Seca,Q1757460
Q1620091,Hipólito Boaventura Caron,lugar de nacimiento,Resende,Resende,Q913390
Q2343025,Armando Reverón,lugar de nacimiento,Caracas,Caracas,Q1533
Q1750449,Rolando Arjona Amábilis,lugar de nacimiento,Mérida,Mérida,Q165204
Q1703949,Jorge Zaffino,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q1709481,José María Velasco Maidana,lugar de nacimiento,Sucre,Sucre,Q2907
Q1712361,Julio Galán,lugar de nacimiento,Coahuila de Zaragoza,Coahuila de Zaragoza,Q53079
Q1710196,João Batista Ribeiro de Andrade Fernandes,lugar de nacimiento,Laranjeiras,Laranjeiras,Q2014486
Q1642872,Hector Vigliecca,lugar de nacimiento,Montevideo,Montevideo,Q1335
Q1722830,Mariana Chiesa Mateos,lugar de nacimiento,La Plata,La Plata,Q44059
Q1737637,Kcho,lugar de nacimiento,Nueva Gerona,Nueva Gerona,Q833946
Q1876707,Carlos Baca-Flor,lugar de nacimiento,Islay,Islay,Q273
Q1850829,Rodrigo Plá,lugar de nacimiento,Montevideo,Montevideo,Q1335
Q1703961,Jorge de la Vega,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q1791056,Francisco Stockinger,lugar de nacimiento,Traun,Traun,Q260176
Q1635995,Sandra Vásquez de la Horra,lugar de nacimiento,Viña del Mar,Viña del Mar,Q184345
Q2666181,Guillermo Vargas,lugar de nacimiento,San José,San José,Q3070
Q1711009,Judith Alpi,lugar de nacimiento,Santiago de Chile,Santiago de Chile,Q2887
Q2414936,Jaime Zapata,lugar de nacimiento,Quito,Quito,Q2900
Q2061104,Sergio Larraín,lugar de nacimiento,Santiago de Chile,Santiago de Chile,Q2887
Q1709105,José Chávez Morado,lugar de nacimiento,Silao,Silao,Q1962063
Q1805887,Nelson Romero,lugar de nacimiento,Departamento de San José,Departamento de San José,Q16579
Q1838351,Joaquín Clausell,lugar de nacimiento,Campeche,Campeche,Q80908
Q1630305,Horácio Pinto da Hora,lugar de nacimiento,Laranjeiras,Laranjeiras,Q2014486
Q1770871,Luis Korda,lugar de nacimiento,Manzanillo,Manzanillo,Q115403
Q1633427,Jordi Labanda,lugar de nacimiento,Mercedes,Mercedes,Q844914
Q1627944,Horacio Garcia Rossi,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q1819961,Leopoldo Richter,lugar de nacimiento,Großauheim,Großauheim,Q594576
Q1825868,Linda Kohen,lugar de nacimiento,Milán,Milán,Q490
Q2117224,Alejandro Otero,lugar de nacimiento,El Manteco,El Manteco,Q24045698
Q1703837,Jorge González Camarena,lugar de nacimiento,Guadalajara,Guadalajara,Q9022
Q1876529,Luís Sacilotto,lugar de nacimiento,Santo André,Santo André,Q191652
Q2566694,Antonio Berni,lugar de nacimiento,Rosario,Rosario,Q52535
Q1791520,Lygia Clark,lugar de nacimiento,Belo Horizonte,Belo Horizonte,Q42800
Q1657232,Ignacio Asúnsolo,lugar de nacimiento,Durango,Durango,Q79918
Q1688431,Jesús Martínez Álvarez,lugar de nacimiento,San Andrés y Sauces,San Andrés y Sauces,Q434192
Q1721032,Tomás Maldonado,lugar de nacimiento,Buenos Aires,Buenos Aires,Q1486
Q1750105,Leandro Izaguirre,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q1808560,Lautaro García,lugar de nacimiento,San Fernando,San Fernando,Q187807
Q1674197,Ismael Nery,lugar de nacimiento,Belém,Belém,Q12829733
Q1747571,Mariano Paredes,lugar de nacimiento,Veracruz,Veracruz,Q173270
Q1710489,Juan Giménez López,lugar de nacimiento,Mendoza,Mendoza,Q44237
Q2639334,Alberto Beltrán,lugar de nacimiento,Ciudad de México,Ciudad de México,Q1489
Q1898752,Mario D'Angelo,lugar de nacimiento,Montevideo,Montevideo,Q1335
Q1685716,Alfredo Ramos Martínez,lugar de nacimiento,مونترری٬ نوئوو لئون,مونترری٬ نوئوو لئون,Q81033
Q1793637,Di Cavalcanti,lugar de nacimiento,Río de Janeiro,Río de Janeiro,Q8678
Q1811330,Salvador González Escalona,lugar de nacimiento,Camagüey,Camagüey,Q115329
Q1673562,Isabel Villaseñor,lugar de nacimiento,Guadalajara,Guadalajara,Q9022
Q1891519,Manuel García Moia,lugar de nacimiento,Masaya,Masaya,Q1001914
Q1807897,Laureano Ladrón de Guevara,lugar de nacimiento,Molina,Molina,Q51033
Q319532,Candido Portinari,instancia de,ser humano,ser humano,Q5
Q379980,Desiderio Hernández Xochitiotzin,instancia de,ser humano,ser humano,Q5
Q251613,Fernando Birri,instancia de,ser humano,ser humano,Q5
Q399056,Agustín Abarca,instancia de,ser humano,ser humano,Q5
Q528501,Liliana Porter,instancia de,ser humano,ser humano,Q5
Q281090,Vicente do Rego Monteiro,instancia de,ser humano,ser humano,Q5
Q276451,Tilda Thamar,instancia de,ser humano,ser humano,Q5
Q252937,Marion Strecker,instancia de,ser humano,ser humano,Q5
Q331376,Eduardo Kac,instancia de,ser humano,ser humano,Q5
Q251967,Ángel Zárraga,instancia de,ser humano,ser humano,Q5
Q380779,Pedro Coronel,instancia de,ser humano,ser humano,Q5
Q153845,Rodolfo Amoedo,instancia de,ser humano,ser humano,Q5
Q105427,Thomas Driendl,instancia de,ser humano,ser humano,Q5
Q464011,ليونور فينى,instancia de,ser humano,ser humano,Q5
Q491787,Claudio Bravo,instancia de,ser humano,ser humano,Q5
Q450459,Leon Schidlowsky,instancia de,ser humano,ser humano,Q5
Q386987,Michelle J. Wong,instancia de,ser humano,ser humano,Q5
Q250397,Rafael Coronel,instancia de,ser humano,ser humano,Q5
Q324030,León Ferrari,instancia de,ser humano,ser humano,Q5
Q272877,Fernando Botero,instancia de,ser humano,ser humano,Q5
Q290331,Elizabeth Catlett,instancia de,ser humano,ser humano,Q5
Q358895,Xavier Cortés Rocha,instancia de,ser humano,ser humano,Q5
Q368350,Luis Arenal Bastar,instancia de,ser humano,ser humano,Q5
Q154842,Max Ernst,instancia de,ser humano,ser humano,Q5
Q281905,Enrique Carral Icaza,instancia de,ser humano,ser humano,Q5
Q358158,Sebastião Salgado,instancia de,ser humano,ser humano,Q5
Q351898,Francisco Eduardo Tresguerras,instancia de,ser humano,ser humano,Q5
Q382945,Affonso Beato,instancia de,ser humano,ser humano,Q5
Q365008,Adolfo Best Maugard,instancia de,ser humano,ser humano,Q5
Q278631,Gina Pellón,instancia de,ser humano,ser humano,Q5
Q263730,Alejandro Jodorowsky,instancia de,ser humano,ser humano,Q5
Q186630,Ernesto Sabato,instancia de,ser humano,ser humano,Q5
Q504702,Vicar,instancia de,ser humano,ser humano,Q5
Q314484,Gustavo Eberlein,instancia de,ser humano,ser humano,Q5
Q312855,Paulo Mendes da Rocha,instancia de,ser humano,ser humano,Q5
Q230499,Violeta Parra,instancia de,ser humano,ser humano,Q5
Q382957,Affonso Reidy,instancia de,ser humano,ser humano,Q5
Q229972,Catalina Sandino,instancia de,ser humano,ser humano,Q5
Q121677,Lukas Vischer,instancia de,ser humano,ser humano,Q5
Q332420,Rodrigo Arenas Betancourt,instancia de,ser humano,ser humano,Q5
Q295233,John Leguizamo,instancia de,ser humano,ser humano,Q5
Q463639,Ana Mendieta,instancia de,ser humano,ser humano,Q5
Q254662,Enrique del Moral,instancia de,ser humano,ser humano,Q5
Q183438,Gyula Kosice,instancia de,ser humano,ser humano,Q5
Q465342,Wifredo Lam,instancia de,ser humano,ser humano,Q5
Q362660,Antonio Attolini Lack,instancia de,ser humano,ser humano,Q5
Q365111,Adolfo Mexiac,instancia de,ser humano,ser humano,Q5
Q252019,Ángela Gurría,instancia de,ser humano,ser humano,Q5
Q215618,Grete Stern,instancia de,ser humano,ser humano,Q5
Q467940,Charly García,instancia de,ser humano,ser humano,Q5
Q222715,Juan Calzadilla,instancia de,ser humano,ser humano,Q5
Q330902,Abraham Ángel,instancia de,ser humano,ser humano,Q5
Q461937,María Izquierdo,instancia de,ser humano,ser humano,Q5
Q266092,Dr. Atl,instancia de,ser humano,ser humano,Q5
Q370425,Feliciano Béjar,instancia de,ser humano,ser humano,Q5
Q326813,Jorge Castillo,instancia de,ser humano,ser humano,Q5
Q213321,Elmar Rojas,instancia de,ser humano,ser humano,Q5
Q353573,Mike Deodato,instancia de,ser humano,ser humano,Q5
Q206505,Adolfo Pérez Esquivel,instancia de,ser humano,ser humano,Q5
Q436741,Beatriz Milhazes,instancia de,ser humano,ser humano,Q5
Q116033,Domingo Mandrafina,instancia de,ser humano,ser humano,Q5
Q312392,Lucio Fontana,instancia de,ser humano,ser humano,Q5
Q330981,Kristian Kreković,instancia de,ser humano,ser humano,Q5
Q377755,Adrián Caetano,instancia de,ser humano,ser humano,Q5
Q325503,Raúl Anguiano,instancia de,ser humano,ser humano,Q5
Q278051,Marcelo de Melo,instancia de,ser humano,ser humano,Q5
Q330720,Abraham Zabludovsky,instancia de,ser humano,ser humano,Q5
Q179113,Sebastián Spreng,instancia de,ser humano,ser humano,Q5
Q325148,Hugo Demarco,instancia de,ser humano,ser humano,Q5
Q75255,Gerardo Chávez,instancia de,ser humano,ser humano,Q5
Q332041,José Clemente Orozco,instancia de,ser humano,ser humano,Q5
Q450236,Roberto Matta,instancia de,ser humano,ser humano,Q5
Q317456,Abdul Vas,instancia de,ser humano,ser humano,Q5
Q307693,Öyvind Fahlström,instancia de,ser humano,ser humano,Q5
Q235955,Clarice Lispector,instancia de,ser humano,ser humano,Q5
Q251508,Angel Bracho,instancia de,ser humano,ser humano,Q5
Q399285,Agustín Hernández Navarro,instancia de,ser humano,ser humano,Q5
Q153503,Juan Félix Sánchez,instancia de,ser humano,ser humano,Q5
Q318523,Abelardo Bustamante,instancia de,ser humano,ser humano,Q5
Q83484,Anthony Quinn,instancia de,ser humano,ser humano,Q5
Q233207,Leonora Carrington,instancia de,ser humano,ser humano,Q5
Q399294,Agustín Landa Verdugo,instancia de,ser humano,ser humano,Q5
Q77889,Olga Costa,instancia de,ser humano,ser humano,Q5
Q177313,Julio Le Parc,instancia de,ser humano,ser humano,Q5
Q263552,Ana Maria Machado,instancia de,ser humano,ser humano,Q5
Q349540,Noe Canjura,instancia de,ser humano,ser humano,Q5
Q348591,Guillermo Kuitca,instancia de,ser humano,ser humano,Q5
Q315647,David Alfaro Siqueiros,instancia de,ser humano,ser humano,Q5
Q352356,Gunther Gerzso,instancia de,ser humano,ser humano,Q5
Q187968,Ignacio Aguirre,instancia de,ser humano,ser humano,Q5
Q216342,Ernesto De Fiori,instancia de,ser humano,ser humano,Q5
Q384225,Eduardo Risso,instancia de,ser humano,ser humano,Q5
Q351430,Luis Nishizawa Flores,instancia de,ser humano,ser humano,Q5
Q171128,Diego Rivera,instancia de,ser humano,ser humano,Q5
Q369214,Vladímir Kibálchich Rusakov,instancia de,ser humano,ser humano,Q5
Q351618,Francisco Zúñiga,instancia de,ser humano,ser humano,Q5
Q298814,Fayga Ostrower,instancia de,ser humano,ser humano,Q5
Q382632,Otto Georgi,instancia de,ser humano,ser humano,Q5
Q276510,Ernesto Cardenal,instancia de,ser humano,ser humano,Q5
Q388589,Humberto Ramos,instancia de,ser humano,ser humano,Q5
Q251613,Fernando Birri,lugar de fallecimiento,Roma,Roma,Q220
Q466535,Lautaro Murúa,lugar de fallecimiento,Madrid,Madrid,Q2807
Q186630,Ernesto Sabato,lugar de fallecimiento,Santos Lugares,Santos Lugares,Q2606380
Q399056,Agustín Abarca,lugar de fallecimiento,Santiago de Chile,Santiago de Chile,Q2887
